更新时间,#genre#
东南卫视,http://221.206.43.102:4022/udp/229.58.190.168:5000$IPV4『线路67』
东南卫视,http://106.116.2.41:8890/rtp/239.254.201.13:6291$IPV4『线路68』
东南卫视,http://123.113.237.36:8012/rtp/239.3.1.156:8148$IPV4『线路69』
东南卫视,http://171.110.43.60:8181/tsfile/live/0137_1.m3u8$IPV4『线路70』
东南卫视,http://171.110.43.55:8181/tsfile/live/0137_1.m3u8$IPV4『线路71』
东南卫视,http://110.179.80.66:8083/udp/239.1.1.33:8033$IPV4『线路72』
东南卫视,http://110.179.80.66:8084/udp/239.1.1.33:8033$IPV4『线路73』
东南卫视,http://61.157.139.15:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路74』
东南卫视,http://222.131.15.137:4000/rtp/239.3.1.156:8148$IPV4『线路75』
东南卫视,http://diyp.uk.to/zb/1725695663.php?id=dnws$IPV4『线路76』
东南卫视,http://113.74.12.186:5000/itv/bestzb/5000000004000010584$IPV4『线路77』
东南卫视,http://113.74.12.186:5000/itv/ystenlive/1000000005000265033$IPV4『线路78』
东南卫视,http://124.64.183.179:8686/rtp/239.3.1.156:8148$IPV4『线路79』
东南卫视,http://111.61.236.247:9081/hls/42/index.m3u8$IPV4『线路80』
深圳卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8$IPV6『线路1』
深圳卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8$IPV6『线路2』
深圳卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000009227/1.m3u8$IPV6『线路3』
深圳卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010068/1.m3u8$IPV6『线路4』
深圳卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000011645/1.m3u8$IPV6『线路5』
深圳卫视,http://[2409:8087:1a01:df::4009]:80/TVOD/88888888/224/3221225668/main.m3u8$IPV6『线路6』
深圳卫视,http://[2409:8087:1a01:df::4035]:80/TVOD/88888888/224/3221225943/main.m3u8$IPV6『线路7』
深圳卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8$IPV6『线路8』
深圳卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010068/1.m3u8$IPV6『线路9』
深圳卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010068/1.m3u8$IPV6『线路10』
深圳卫视,http://[2409:8087:5e01:34::38]:6610/ZTE_CMS/00000001000000060000000000000176/index.m3u8?$IPV6『线路11』
深圳卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8$IPV6『线路12』
深圳卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8$IPV6『线路13』
深圳卫视,http://[2409:8087:2801:20:100::50]/wh7f454c46tw189359618_-626406875/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236251/index.m3u8?icpid=88888888&RTS=1717811014&from=5&hms_devid=374&online=1717811014&vqe=3$IPV6『线路14』
深圳卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8$IPV6『线路15』
深圳卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8$IPV6『线路16』
深圳卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226510/index.m3u8$IPV6『线路17』
深圳卫视,http://[2409:8087:2801:20:100::50]/wh7f454c46tw189359618_-626406875/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236251/index.m3u8?icpid=88888888&RTS=1717811014&from=5&hms_devid=374&online=1717811014&vqe=3$IPV6『线路18』
深圳卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/1.m3u8?icpid=88888888&from=1&hms_devid=1012&vqe=3$IPV6『线路19』
深圳卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010068/index.m3u8$IPV6『线路20』
深圳卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226313/index.m3u8$IPV6『线路21』
深圳卫视,http://[2409:8087:1a01:df::4009]/TVOD/88888888/224/3221225668/main.m3u8$IPV6『线路22』
深圳卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8$IPV6『线路23』
深圳卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225739/index.m3u8$IPV6『线路24』
深圳卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8$IPV6『线路25』
深圳卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000004000007410/1.m3u8$IPV6『线路26』
深圳卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000009227/1.m3u8$IPV6『线路27』
深圳卫视,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8$IPV6『线路28』
深圳卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8$IPV6『线路29』
深圳卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010068/1.m3u8$IPV6『线路30』
深圳卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226510/index.m3u8$IPV6『线路31』
深圳卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226313/index.m3u8$IPV6『线路32』
深圳卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226313/index.m3u8$IPV6『线路33』
深圳卫视,http://[2409:8087:1a01:df::4035]/TVOD/88888888/224/3221225943/main.m3u8$IPV6『线路34』
深圳卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000011645/1.m3u8$IPV6『线路35』
深圳卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8$IPV6『线路36』
深圳卫视,http://[2409:8087:2001:20:2800:0:df6e:eb11]/wh7f454c46tw3025923625_628894334/ott.mobaibox.com/PLTV/3/224/3221227555/index.m3u8?icpid=3&RTS=1668597820&from=40&popid=40&hms_devid=2110&prioritypopid=40&vqe=3$IPV6『线路37』
深圳卫视,http://[2409:8087:2001:20:2800:0:df6e:eb11]:80/ott.mobaibox.com/PLTV/4/224/3221227555/index.m3u8$IPV6『线路38』
深圳卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001030/index.m3u8$IPV6『线路39』
深圳卫视,http://[2409:8087:2001:20:2800:0:df6e:eb11]/wh7f454c46tw3025923625_628894334/ott.mobaibox.com/PLTV/3/224/3221227555/index.m3u8?icpid=3&RTS=1668597820&from=40&popid=40&hms_devid=2110&prioritypopid=40&vqe=3$IPV6『线路40』
深圳卫视,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001030/index.m3u8$IPV4『线路41』
深圳卫视,http://111.178.101.205:9999/rtp/239.254.96.137:8896$IPV4『线路42』
深圳卫视,http://121.63.2.11:18000/rtp/239.254.96.137:8896$IPV4『线路43』
深圳卫视,http://171.83.136.213:8989/rtp/239.254.96.137:8896$IPV4『线路44』
深圳卫视,http://27.19.48.39:4022/rtp/239.254.96.137:8896$IPV4『线路45』
深圳卫视,http://221.234.220.233:4022/rtp/239.254.96.137:8896$IPV4『线路46』
深圳卫视,http://27.19.146.209:2701/rtp/239.254.96.137:8896$IPV4『线路47』
深圳卫视,http://221.233.101.41:777/rtp/239.254.96.137:8896$IPV4『线路48』
深圳卫视,http://222.138.212.223:9999/rtp/225.1.4.90:1119$IPV4『线路49』
深圳卫视,http://42.237.178.219:4000/rtp/225.1.4.90:1119$IPV4『线路50』
深圳卫视,http://222.142.118.102:4000/rtp/225.1.4.90:1119$IPV4『线路51』
深圳卫视,http://114.254.38.103:8887/rtp/239.3.1.134:8020$IPV4『线路52』
深圳卫视,http://114.246.181.171:4022/rtp/239.3.1.134:8020$IPV4『线路53』
深圳卫视,http://222.131.15.137:4000/rtp/239.3.1.134:8020$IPV4『线路54』
深圳卫视,http://111.225.93.108:33333/hls/56/index.m3u8$IPV4『线路55』
深圳卫视,http://116.233.34.25:7777/tsfile/live/0126_1.m3u8$IPV4『线路56』
深圳卫视,http://60.189.61.9:9999/udp/233.50.200.188:5140$IPV4『线路57』
深圳卫视,http://60.189.61.9:9999/udp/233.50.200.188:5140$IPV4『线路58』
深圳卫视,http://60.189.61.9:9999/udp/233.50.201.101:5140$IPV4『线路59』
深圳卫视,http://120.0.52.126:4022/rtp/239.253.92.86:8017$IPV4『线路60』
深圳卫视,http://27.10.134.196:8003/udp/225.0.4.202:7980$IPV4『线路61』
深圳卫视,http://27.10.134.196:8001/udp/225.0.4.202:7980$IPV4『线路62』
深圳卫视,http://60.220.167.216:8085/rtp/226.0.2.147:9088$IPV4『线路63』
深圳卫视,http://60.220.167.216:8084/rtp/226.0.2.147:9088$IPV4『线路64』
深圳卫视,http://60.220.167.216:8082/rtp/226.0.2.147:9088$IPV4『线路65』
深圳卫视,http://60.223.72.133:8002/rtp/226.0.2.147:9088$IPV4『线路66』
深圳卫视,http://119.98.71.95:8888/rtp/239.254.96.137:8896$IPV4『线路67』
深圳卫视,http://171.38.145.218:8088/tsfile/live/0128_1.m3u8$IPV4『线路68』
深圳卫视,http://222.76.2.158:4022/rtp/239.61.3.46:9794$IPV4『线路69』
深圳卫视,http://221.206.43.102:4022/udp/229.58.190.52:5000$IPV4『线路70』
深圳卫视,http://27.11.53.45:8008/udp/225.0.4.202:7980$IPV4『线路71』
深圳卫视,http://27.11.53.45:8010/udp/225.0.4.202:7980$IPV4『线路72』
深圳卫视,http://106.116.2.41:8890/rtp/239.254.200.50:8020$IPV4『线路73』
深圳卫视,http://113.251.228.172:7788/rtp/235.254.198.71:1560$IPV4『线路74』
深圳卫视,http://123.113.237.36:8012/rtp/239.3.1.134:8020$IPV4『线路75』
深圳卫视,http://111.225.93.152:33333/hls/56/index.m3u8$IPV4『线路76』
深圳卫视,http://171.38.146.32:8088/tsfile/live/0128_1.m3u8$IPV4『线路77』
深圳卫视,http://27.11.52.208:8010/udp/225.0.4.202:7980$IPV4『线路78』
深圳卫视,http://27.11.52.208:8008/udp/225.0.4.202:7980$IPV4『线路79』
深圳卫视,http://27.11.50.23:8010/udp/225.0.4.202:7980$IPV4『线路80』
广东卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8$IPV6『线路1』
广东卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8$IPV6『线路2』
广东卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000014176/1.m3u8$IPV6『线路3』
广东卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000014176/$IPV6『线路4』
广东卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000028357/1.m3u8$IPV6『线路5』
广东卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010221/$IPV6『线路6』
广东卫视,http://[2409:8087:1a01:df::4025]:80/TVOD/88888888/224/3221225966/main.m3u8$IPV6『线路7』
广东卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8$IPV6『线路8』
广东卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226248/index.m3u8$IPV6『线路9』
广东卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010055/1.m3u8$IPV6『线路10』
广东卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010055/1.m3u8$IPV6『线路11』
广东卫视,http://[2409:8087:5e01:34::38]:6610/ZTE_CMS/00000001000000060000000000000341/index.m3u8?$IPV6『线路12』
广东卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8$IPV6『线路13』
广东卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8$IPV6『线路14』
广东卫视,http://[2409:8087:2801:22:100::48]/wh7f454c46tw673860866_1500281518/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236262/index.m3u8?icpid=88888888&RTS=1717811498&from=5&ocs=2_2409:8087:2801:22:100::80_80&hms_devid=1641&online=1717811498&vqe=3$IPV6『线路15』
广东卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8$IPV6『线路16』
广东卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8$IPV6『线路17』
广东卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226248/index.m3u8$IPV6『线路18』
广东卫视,http://[2409:8087:2801:22:100::48]/wh7f454c46tw673860866_1500281518/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236262/index.m3u8?icpid=88888888&RTS=1717811498&from=5&ocs=2_2409:8087:2801:22:100::80_80&hms_devid=1641&online=1717811498&vqe=3$IPV6『线路19』
广东卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/1.m3u8?icpid=88888888&from=1&hms_devid=1012&vqe=3$IPV6『线路20』
广东卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010055/1.m3u8?$IPV6『线路21』
广东卫视,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8$IPV6『线路22』
广东卫视,http://[2409:8087:1a01:df::4025]/TVOD/88888888/224/3221225966/main.m3u8$IPV6『线路23』
广东卫视,http://[2409:8087:74F1:0021::0008]/000000001000PLTV/88888888/224/3221226180/index.m3u8?HlsProfileId=$IPV6『线路24』
广东卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010055/index.m3u8$IPV6『线路25』
广东卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226248/index.m3u8$IPV6『线路26』
广东卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8$IPV6『线路27』
广东卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000028357/1.m3u8$IPV6『线路28』
广东卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8?$IPV6『线路29』
广东卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226248/index.m3u8$IPV6『线路30』
广东卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8$IPV6『线路31』
广东卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000004000014694/1.m3u8$IPV6『线路32』
广东卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000014176/1.m3u8$IPV6『线路33』
广东卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8$IPV6『线路34』
广东卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8?$IPV6『线路35』
广东卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010055/1.m3u8$IPV6『线路36』
广东卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010221/1.m3u8$IPV6『线路37』
广东卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226248/index.m3u8$IPV6『线路38』
广东卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010221/index.m3u8$IPV6『线路39』
广东卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8$IPV6『线路40』
广东卫视,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001032/index.m3u8$IPV4『线路41』
广东卫视,http://111.178.101.205:9999/rtp/239.254.96.140:8914$IPV4『线路42』
广东卫视,http://121.63.2.11:18000/rtp/239.254.96.140:8914$IPV4『线路43』
广东卫视,http://221.233.101.41:777/rtp/239.254.96.140:8914$IPV4『线路44』
广东卫视,http://27.19.48.39:4022/rtp/239.254.96.140:8914$IPV4『线路45』
广东卫视,http://171.83.136.213:8989/rtp/239.254.96.140:8914$IPV4『线路46』
广东卫视,http://27.19.146.209:2701/rtp/239.254.96.140:8914$IPV4『线路47』
广东卫视,http://221.234.220.233:4022/rtp/239.254.96.140:8914$IPV4『线路48』
广东卫视,http://27.17.237.199:8088/rtp/239.254.96.140:8914$IPV4『线路49』
广东卫视,http://222.138.212.223:9999/rtp/225.1.4.166:1207$IPV4『线路50』
广东卫视,http://42.237.178.219:4000/rtp/225.1.4.166:1207$IPV4『线路51』
广东卫视,http://222.142.118.102:4000/rtp/225.1.4.166:1207$IPV4『线路52』
广东卫视,http://114.254.38.103:8887/rtp/239.3.1.142:8048$IPV4『线路53』
广东卫视,http://114.246.181.171:4022/rtp/239.3.1.142:8048$IPV4『线路54』
广东卫视,http://123.118.0.177:4022/rtp/239.3.1.142:8048$IPV4『线路55』
广东卫视,http://222.131.15.137:4000/rtp/239.3.1.142:8048$IPV4『线路56』
广东卫视,http://111.225.93.108:33333/hls/70/index.m3u8$IPV4『线路57』
广东卫视,http://116.233.34.25:7777/tsfile/live/0125_1.m3u8$IPV4『线路58』
广东卫视,http://60.189.61.9:9999/udp/233.50.200.149:5140$IPV4『线路59』
广东卫视,http://60.189.61.9:9999/udp/233.50.200.187:5140$IPV4『线路60』
广东卫视,http://60.189.61.9:9999/udp/233.50.201.102:5140$IPV4『线路61』
广东卫视,http://120.0.52.126:4022/rtp/239.253.92.206:8108$IPV4『线路62』
广东卫视,http://27.10.134.196:8003/udp/225.0.4.84:7980$IPV4『线路63』
广东卫视,http://27.10.134.196:8001/udp/225.0.4.84:7980$IPV4『线路64』
广东卫视,http://60.220.167.216:8085/rtp/226.0.2.146:9080$IPV4『线路65』
广东卫视,http://60.220.167.216:8084/rtp/226.0.2.146:9080$IPV4『线路66』
广东卫视,http://60.223.72.133:8002/rtp/226.0.2.146:9080$IPV4『线路67』
广东卫视,http://60.223.72.133:8004/rtp/226.0.2.146:9080$IPV4『线路68』
广东卫视,http://119.98.71.95:8888/rtp/239.254.96.140:8914$IPV4『线路69』
广东卫视,http://222.76.2.158:4022/rtp/239.61.2.33:8192$IPV4『线路70』
广东卫视,http://221.206.43.102:4022/udp/229.58.190.53:5000$IPV4『线路71』
广东卫视,http://27.11.53.45:8008/udp/225.0.4.84:7980$IPV4『线路72』
广东卫视,http://27.11.53.45:8010/udp/225.0.4.84:7980$IPV4『线路73』
广东卫视,http://27.11.53.45:8009/udp/225.0.4.84:7980$IPV4『线路74』
广东卫视,http://106.116.2.41:8890/rtp/239.254.200.56:8048$IPV4『线路75』
广东卫视,http://113.251.228.172:7788/rtp/235.254.196.204:1088$IPV4『线路76』
广东卫视,http://123.113.237.36:8012/rtp/239.3.1.142:8048$IPV4『线路77』
广东卫视,http://111.225.93.152:33333/hls/70/index.m3u8$IPV4『线路78』
广东卫视,http://27.11.52.208:8010/udp/225.0.4.84:7980$IPV4『线路79』
广东卫视,http://27.11.52.208:8008/udp/225.0.4.84:7980$IPV4『线路80』
广西卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226549/index.m3u8$IPV6『线路1』
广西卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226549/index.m3u8$IPV6『线路2』
广西卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000031118/1.m3u8$IPV6『线路3』
广西卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010099/index.m3u8$IPV6『线路4』
广西卫视,http://[2409:8087:1a01:df::4047]:80/TVOD/88888888/224/3221226091/main.m3u8$IPV6『线路5』
广西卫视,http://[2409:8087:5e00:24::10]:6060/200000001898/460000089800010099/main.m3u8$IPV6『线路6』
广西卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226549/index.m3u8$IPV6『线路7』
广西卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010099/1.m3u8$IPV6『线路8』
广西卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010099/1.m3u8$IPV6『线路9』
广西卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226549/index.m3u8$IPV6『线路10』
广西卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226549/index.m3u8$IPV6『线路11』
广西卫视,http://[2409:8087:2801:22:100::6f]/wh7f454c46tw704899143_954158397/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236263/index.m3u8?icpid=88888888&RTS=1717811529&from=5&hms_devid=309&online=1717811529&vqe=3$IPV6『线路12』
广西卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226549/index.m3u8$IPV6『线路13』
广西卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226549/index.m3u8$IPV6『线路14』
广西卫视,http://[2409:8087:2801:22:100::6f]/wh7f454c46tw704899143_954158397/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236263/index.m3u8?icpid=88888888&RTS=1717811529&from=5&hms_devid=309&online=1717811529&vqe=3$IPV6『线路15』
广西卫视,http://[2409:8087:5e00:24::10]:6060/200000001898/460000089800010099/main.m3u8$IPV6『线路16』
广西卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000031118/1.m3u8$IPV6『线路17』
广西卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010099/index.m3u8$IPV6『线路18』
广西卫视,http://[2409:8087:1a01:df::4047]/TVOD/88888888/224/3221226091/main.m3u8$IPV6『线路19』
广西卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226549/index.m3u8$IPV6『线路20』
广西卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226549/index.m3u8?$IPV6『线路21』
广西卫视,http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000034/index.m3u8$IPV6『线路22』
广西卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226549/index.m3u8$IPV6『线路23』
广西卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000002000019837/1.m3u8$IPV6『线路24』
广西卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226380/index.m3u8$IPV6『线路25』
广西卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226549/index.m3u8$IPV6『线路26』
广西卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010099/1.m3u8?$IPV6『线路27』
广西卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010099/1.m3u8$IPV6『线路28』
广西卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226549/index.m3u8$IPV6『线路29』
广西卫视,http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001224/index.m3u8?love=freedom#http://[2409:8087:2001:20:2800:0:df6e:eb1a]:80/wh7f454c46tw1546067216_-1703904154/ott.mobaibox.com/PLTV/3/224/3221228183/index.m3u8?icpid=3&RTS=1674385956&from=40&popid=40&hms_devid=2116&prioritypopid=40&vqe=3#http://[2409:8087:2001:20:2800:0:df6e:eb05]/wh7f454c46tw2325655923_1638953995/ott.mobaibox.com/PLTV/3/224/3221228183/index.m3u8?icpid=3&RTS=1669700926&from=40&popid=40&hms_devid=2041&prioritypopid=40&vqe=3#https://live.v1.mk/api/bestv.php?id=gxwshd8m/8000000$IPV6『线路30』
广西卫视,http://[2409:8087:2001:20:2800:0:df6e:eb05]/wh7f454c46tw2325655923_1638953995/ott.mobaibox.com/PLTV/3/224/3221228183/index.m3u8?icpid=3&RTS=1669700926&from=40&popid=40&hms_devid=2041&prioritypopid=40&vqe=3$IPV6『线路31』
广西卫视,http://[2409:8087:2001:20:2800:0:df6e:eb04]:80/ott.mobaibox.com/PLTV/4/224/3221228183/index.m3u8$IPV6『线路32』
广西卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001224/index.m3u8$IPV6『线路33』
广西卫视,http://[2409:8087:2001:20:2800:0:df6e:eb05]/wh7f454c46tw2325655923_1638953995/ott.mobaibox.com/PLTV/3/224/3221228183/index.m3u8?icpid=3&RTS=1669700926&from=40&popid=40&hms_devid=2041&prioritypopid=40&vqe=3$IPV6『线路34』
广西卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225731/2/index.m3u8$IPV6『线路35』
广西卫视,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221227250/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178$IPV6『线路36』
广西卫视,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221225836/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178$IPV6『线路37』
广西卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225731/2/index.m3u8$IPV6『线路38』
广西卫视,http://[2409:8087:3428:20:500::1009]:6610/PLTV/88888888/224/3221227250/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178$IPV6『线路39』
广西卫视,http://[2409:8087:3428:20:500::1009]:6610/PLTV/88888888/224/3221225836/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178$IPV6『线路40』
广西卫视,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001224/index.m3u8$IPV4『线路41』
广西卫视,http://111.178.101.205:9999/rtp/239.69.1.191:10788$IPV4『线路42』
广西卫视,http://121.63.2.11:18000/rtp/239.69.1.191:10788$IPV4『线路43』
广西卫视,http://171.83.136.213:8989/rtp/239.69.1.191:10788$IPV4『线路44』
广西卫视,http://221.234.220.233:4022/rtp/239.69.1.191:10788$IPV4『线路45』
广西卫视,http://27.17.237.199:8088/rtp/239.69.1.191:10788$IPV4『线路46』
广西卫视,http://27.19.146.209:2701/rtp/239.69.1.191:10788$IPV4『线路47』
广西卫视,http://27.19.48.39:4022/rtp/239.69.1.191:10788$IPV4『线路48』
广西卫视,http://221.233.101.41:777/rtp/239.69.1.191:10788$IPV4『线路49』
