更新时间,#genre#
CCTV-4,http://121.33.115.122:6868/udp/239.77.0.78:5146$IPV4『线路27』
CCTV-4,http://121.33.115.122:6868/udp/239.77.1.163:5146$IPV4『线路28』
CCTV-4,http://121.33.115.122:6868/udp/239.77.1.166:5146$IPV4『线路29』
CCTV-4,http://121.33.115.122:6868/udp/239.77.0.78:5146$IPV4『线路30』
CCTV-4,http://110.7.131.99:8096/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路31』
CCTV-4,http://14.145.234.231:8888/udp/239.77.1.163:5146$IPV4『线路32』
CCTV-4,http://14.145.234.231:8888/udp/239.77.1.166:5146$IPV4『线路33』
CCTV-4,http://14.145.234.231:8888/udp/239.77.0.78:5146$IPV4『线路34』
CCTV-4,http://49.77.104.103:8554/udp/239.49.8.51:9806$IPV4『线路35』
CCTV-4,http://49.77.104.103:8554/udp/239.49.8.131:6000$IPV4『线路36』
CCTV-4,http://114.226.231.226:8888/udp/239.49.8.51:9806$IPV4『线路37』
CCTV-4,http://114.226.231.226:8888/udp/239.49.8.131:6000$IPV4『线路38』
CCTV-4,http://180.108.135.48:8888/udp/239.49.8.51:9806$IPV4『线路39』
CCTV-4,http://180.108.135.48:8888/udp/239.49.8.131:6000$IPV4『线路40』
CCTV-4,http://111.167.226.190:4022/udp/225.1.1.150:5002$IPV4『线路41』
CCTV-4,http://111.167.226.190:4022/udp/225.1.1.150:5002$IPV4『线路42』
CCTV-4,http://111.167.226.190:4022/udp/225.1.1.150:5002$IPV4『线路43』
CCTV-5,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001187/index.m3u8$IPV6『线路1』
CCTV-5,http://59.62.8.250:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路2』
CCTV-5,http://60.4.9.11:8888/rtp/239.254.200.14:6000$IPV4『线路3』
CCTV-5,http://60.4.9.11:8888/rtp/239.254.201.153:7206$IPV4『线路4』
CCTV-5,http://106.8.124.141:4022/rtp/239.254.200.14:6000$IPV4『线路5』
CCTV-5,http://106.8.124.141:4022/rtp/239.254.201.153:7206$IPV4『线路6』
CCTV-5,http://27.184.28.60:4022/rtp/239.254.200.14:6000$IPV4『线路7』
CCTV-5,http://27.184.28.60:4022/rtp/239.254.201.153:7206$IPV4『线路8』
CCTV-5,http://27.184.10.191:4000/rtp/239.254.200.14:6000$IPV4『线路9』
CCTV-5,http://27.184.10.191:4000/rtp/239.254.201.153:7206$IPV4『线路10』
CCTV-5,http://1.197.0.240:8888/rtp/239.16.20.53:10530$IPV4『线路11』
CCTV-5,http://1.197.0.240:8888/rtp/239.16.10.132:2000$IPV4『线路12』
CCTV-5,http://1.194.242.128:1455/rtp/239.16.20.53:10530$IPV4『线路13』
CCTV-5,http://1.194.242.128:1455/rtp/239.16.10.132:2000$IPV4『线路14』
CCTV-5,http://58.254.14.34:808/hls/5/index.m3u8$IPV4『线路15』
CCTV-5,http://119.131.240.69:8000/udp/239.77.0.170:5146$IPV4『线路16』
CCTV-5,http://119.131.240.69:8000/udp/239.77.0.170:5146$IPV4『线路17』
CCTV-5,http://183.17.238.99:8888/udp/239.77.0.170:5146$IPV4『线路18』
CCTV-5,http://113.66.7.155:8000/udp/239.77.0.170:5146$IPV4『线路19』
CCTV-5,http://121.33.115.122:6868/udp/239.77.0.170:5146$IPV4『线路20』
CCTV-5,http://121.33.115.122:6868/udp/239.77.0.170:5146$IPV4『线路21』
CCTV-5,http://110.7.131.99:8096/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路22』
CCTV-5,http://14.145.234.231:8888/udp/239.77.0.170:5146$IPV4『线路23』
CCTV-5,http://49.77.104.103:8554/udp/239.49.8.18:9610$IPV4『线路24』
CCTV-5,http://49.77.104.103:8554/udp/239.49.9.32:6000$IPV4『线路25』
CCTV-5,http://114.226.231.226:8888/udp/239.49.8.18:9610$IPV4『线路26』
CCTV-5,http://114.226.231.226:8888/udp/239.49.9.32:6000$IPV4『线路27』
CCTV-5,http://180.108.135.48:8888/udp/239.49.8.18:9610$IPV4『线路28』
CCTV-5,http://180.108.135.48:8888/udp/239.49.9.32:6000$IPV4『线路29』
CCTV-5,http://111.167.226.190:4022/udp/225.1.1.160:5002$IPV4『线路30』
CCTV-5,http://111.167.226.190:4022/udp/225.1.1.160:5002$IPV4『线路31』
CCTV-5,http://111.167.226.190:4022/udp/225.1.1.160:5002$IPV4『线路32』
CCTV-5,http://1.194.242.128:1455/rtp/239.16.20.53:10530$IPV4『线路33』
CCTV-5,http://1.194.242.128:1455/rtp/239.16.10.132:2000$IPV4『线路34』
CCTV-5,http://www.lwfz.fun:8800/rtp/239.16.20.53:10530$IPV4『线路35』
CCTV-5,http://www.lwfz.fun:8800/rtp/239.16.10.132:2000$IPV4『线路36』
CCTV-5,http://www.lwfz.fun:8800/rtp/239.16.20.53:10530$IPV4『线路37』
CCTV-5,http://www.lwfz.fun:8800/rtp/239.16.10.132:2000$IPV4『线路38』
CCTV-5,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.35:9728$IPV4『线路39』
CCTV-5,http://www.91dos.cn:4022/rtp/239.61.3.35:9728$IPV4『线路40』
CCTV-5,http://www.91dos.cn:4022/rtp/239.61.3.35:9728$IPV4『线路41』
CCTV-5+,http://[2409:8087:2001:20:2800:0:df6e:eb26]/ott.mobaibox.com/PLTV/1/224/3221228277/index.m3u8$IPV6『线路1』
CCTV-5+,http://[2409:8087:2001:20:2800:0:df6e:eb16]:80/ott.mobaibox.com/PLTV/4/224/3221228176/index.m3u8$IPV6『线路2』
CCTV-5+,http://61.136.67.238:50085/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路3』
CCTV-5+,http://1.197.0.240:8888/rtp/239.16.20.5:10050$IPV4『线路4』
CCTV-5+,http://1.197.0.240:8888/rtp/239.16.10.3:2000$IPV4『线路5』
CCTV-5+,http://1.194.242.128:1455/rtp/239.16.20.5:10050$IPV4『线路6』
CCTV-5+,http://1.194.242.128:1455/rtp/239.16.10.3:2000$IPV4『线路7』
CCTV-5+,http://119.131.240.69:8000/udp/239.77.0.87:5146$IPV4『线路8』
CCTV-5+,http://119.131.240.69:8000/udp/239.77.1.31:5146$IPV4『线路9』
CCTV-5+,http://119.131.240.69:8000/udp/239.77.0.87:5146$IPV4『线路10』
CCTV-5+,http://119.131.240.69:8000/udp/239.77.1.31:5146$IPV4『线路11』
CCTV-5+,http://183.17.238.99:8888/udp/239.77.0.87:5146$IPV4『线路12』
CCTV-5+,http://183.17.238.99:8888/udp/239.77.1.31:5146$IPV4『线路13』
CCTV-5+,http://113.66.7.155:8000/udp/239.77.0.87:5146$IPV4『线路14』
CCTV-5+,http://113.66.7.155:8000/udp/239.77.1.31:5146$IPV4『线路15』
CCTV-5+,http://121.33.115.122:6868/udp/239.77.0.87:5146$IPV4『线路16』
CCTV-5+,http://121.33.115.122:6868/udp/239.77.1.31:5146$IPV4『线路17』
CCTV-5+,http://121.33.115.122:6868/udp/239.77.0.87:5146$IPV4『线路18』
CCTV-5+,http://121.33.115.122:6868/udp/239.77.1.31:5146$IPV4『线路19』
CCTV-5+,http://14.145.234.231:8888/udp/239.77.0.87:5146$IPV4『线路20』
CCTV-5+,http://14.145.234.231:8888/udp/239.77.1.31:5146$IPV4『线路21』
CCTV-5+,http://49.77.104.103:8554/udp/239.49.8.137:6000$IPV4『线路22』
CCTV-5+,http://114.226.231.226:8888/udp/239.49.8.137:6000$IPV4『线路23』
CCTV-5+,http://180.108.135.48:8888/udp/239.49.8.137:6000$IPV4『线路24』
CCTV-5+,http://111.167.226.190:4022/udp/225.1.1.121:5002$IPV4『线路25』
CCTV-5+,http://111.167.226.190:4022/udp/225.1.1.121:5002$IPV4『线路26』
CCTV-5+,http://111.167.226.190:4022/udp/225.1.1.121:5002$IPV4『线路27』
CCTV-5+,http://1.194.242.128:1455/rtp/239.16.20.5:10050$IPV4『线路28』
CCTV-5+,http://1.194.242.128:1455/rtp/239.16.10.3:2000$IPV4『线路29』
CCTV-5+,http://www.lwfz.fun:8800/rtp/239.16.20.5:10050$IPV4『线路30』
CCTV-5+,http://www.lwfz.fun:8800/rtp/239.16.10.3:2000$IPV4『线路31』
CCTV-5+,http://www.lwfz.fun:8800/rtp/239.16.20.5:10050$IPV4『线路32』
CCTV-5+,http://www.lwfz.fun:8800/rtp/239.16.10.3:2000$IPV4『线路33』
CCTV-5+,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.171:9014$IPV4『线路34』
CCTV-5+,http://www.91dos.cn:4022/rtp/239.61.2.171:9014$IPV4『线路35』
CCTV-5+,http://www.91dos.cn:4022/rtp/239.61.2.171:9014$IPV4『线路36』
CCTV-5+,http://xuys.top:8888/udp/225.1.1.121:5002$IPV4『线路37』
CCTV-5+,http://wsd.saj-web.top:4000/udp/225.1.1.121:5002$IPV4『线路38』
CCTV-5+,http://xuys.top:8888/udp/225.1.1.121:5002$IPV4『线路39』
CCTV-5+,http://wsd.saj-web.top:4000/udp/225.1.1.121:5002$IPV4『线路40』
CCTV-5+,http://tv.tvbox6.icu/tv/zb/bjcucc.php?id=6$IPV4『线路41』
CCTV-5+,http://tv.8.138.7.223/tv/zb/bjcucc.php?id=6$IPV4『线路42』
CCTV-6,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001188/index.m3u8$IPV6『线路1』
CCTV-6,http://[2409:8087:2001:20:2800:0:df6e:eb14]:80/ott.mobaibox.com/PLTV/4/224/3221228123/index.m3u8$IPV6『线路2』
CCTV-6,http://60.4.9.11:8888/rtp/239.254.200.15:6000$IPV4『线路3』
CCTV-6,http://60.4.9.11:8888/rtp/239.254.201.154:7207$IPV4『线路4』
CCTV-6,http://106.8.124.141:4022/rtp/239.254.200.15:6000$IPV4『线路5』
CCTV-6,http://106.8.124.141:4022/rtp/239.254.201.154:7207$IPV4『线路6』
CCTV-6,http://27.184.28.60:4022/rtp/239.254.200.15:6000$IPV4『线路7』
CCTV-6,http://27.184.28.60:4022/rtp/239.254.201.154:7207$IPV4『线路8』
CCTV-6,http://27.184.10.191:4000/rtp/239.254.200.15:6000$IPV4『线路9』
CCTV-6,http://27.184.10.191:4000/rtp/239.254.201.154:7207$IPV4『线路10』
CCTV-6,http://1.197.0.240:8888/rtp/239.16.20.6:10060$IPV4『线路11』
CCTV-6,http://1.197.0.240:8888/rtp/239.16.10.101:2000$IPV4『线路12』
CCTV-6,http://1.194.242.128:1455/rtp/239.16.20.6:10060$IPV4『线路13』
CCTV-6,http://1.194.242.128:1455/rtp/239.16.10.101:2000$IPV4『线路14』
CCTV-6,http://58.254.14.34:808/hls/6/index.m3u8$IPV4『线路15』
CCTV-6,http://119.131.240.69:8000/udp/239.77.0.171:5146$IPV4『线路16』
CCTV-6,http://119.131.240.69:8000/udp/239.77.0.171:5146$IPV4『线路17』
CCTV-6,http://183.17.238.99:8888/udp/239.77.0.171:5146$IPV4『线路18』
CCTV-6,http://113.66.7.155:8000/udp/239.77.0.171:5146$IPV4『线路19』
CCTV-6,http://121.33.115.122:6868/udp/239.77.0.171:5146$IPV4『线路20』
CCTV-6,http://121.33.115.122:6868/udp/239.77.0.171:5146$IPV4『线路21』
CCTV-6,http://14.145.234.231:8888/udp/239.77.0.171:5146$IPV4『线路22』
CCTV-6,http://49.77.104.103:8554/udp/239.49.9.33:6000$IPV4『线路23』
CCTV-6,http://114.226.231.226:8888/udp/239.49.9.33:6000$IPV4『线路24』
CCTV-6,http://180.108.135.48:8888/udp/239.49.9.33:6000$IPV4『线路25』
CCTV-6,http://111.167.226.190:4022/udp/225.1.1.195:5002$IPV4『线路26』
CCTV-6,http://111.167.226.190:4022/udp/225.1.1.195:5002$IPV4『线路27』
CCTV-6,http://111.167.226.190:4022/udp/225.1.1.195:5002$IPV4『线路28』
CCTV-6,http://1.194.242.128:1455/rtp/239.16.20.6:10060$IPV4『线路29』
CCTV-6,http://1.194.242.128:1455/rtp/239.16.10.101:2000$IPV4『线路30』
CCTV-6,http://www.lwfz.fun:8800/rtp/239.16.20.6:10060$IPV4『线路31』
CCTV-6,http://www.lwfz.fun:8800/rtp/239.16.10.101:2000$IPV4『线路32』
CCTV-6,http://www.lwfz.fun:8800/rtp/239.16.20.6:10060$IPV4『线路33』
CCTV-6,http://www.lwfz.fun:8800/rtp/239.16.10.101:2000$IPV4『线路34』
CCTV-6,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.36:9734$IPV4『线路35』
CCTV-6,http://www.91dos.cn:4022/rtp/239.61.3.36:9734$IPV4『线路36』
CCTV-6,http://www.91dos.cn:4022/rtp/239.61.3.36:9734$IPV4『线路37』
CCTV-6,http://xuys.top:8888/udp/225.1.1.17:5002$IPV4『线路38』
CCTV-6,http://xuys.top:8888/udp/225.1.1.195:5002$IPV4『线路39』
CCTV-6,http://wsd.saj-web.top:4000/udp/225.1.1.17:5002$IPV4『线路40』
CCTV-6,http://wsd.saj-web.top:4000/udp/225.1.1.195:5002$IPV4『线路41』
CCTV-6,http://xuys.top:8888/udp/225.1.1.17:5002$IPV4『线路42』
CCTV-7,http://[2409:8087:2001:20:2800:0:df6e:eb26]/wh7f454c46tw3984282630_1427246842/ott.mobaibox.com/PLTV/3/224/3221228283/index.m3u8?icpid=3&RTS=1668594483&from=40&popid=40&hms_devid=2293&prioritypopid=40&vqe=3$IPV6『线路1』
CCTV-7,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001236/index.m3u8$IPV6『线路2』
CCTV-7,http://[2409:8087:2001:20:2800:0:df6e:eb12]:80/ott.mobaibox.com/PLTV/4/224/3221227690/index.m3u8$IPV6『线路3』
CCTV-7,http://60.4.9.11:8888/rtp/239.254.200.159:6000$IPV4『线路4』
CCTV-7,http://106.8.124.141:4022/rtp/239.254.200.159:6000$IPV4『线路5』
CCTV-7,http://27.184.28.60:4022/rtp/239.254.200.159:6000$IPV4『线路6』
CCTV-7,http://27.184.10.191:4000/rtp/239.254.200.159:6000$IPV4『线路7』
CCTV-7,http://1.197.0.240:8888/rtp/239.16.20.51:10510$IPV4『线路8』
CCTV-7,http://1.197.0.240:8888/rtp/239.16.10.130:2000$IPV4『线路9』
CCTV-7,http://1.194.242.128:1455/rtp/239.16.20.51:10510$IPV4『线路10』
CCTV-7,http://1.194.242.128:1455/rtp/239.16.10.130:2000$IPV4『线路11』
CCTV-7,http://58.254.14.34:808/hls/7/index.m3u8$IPV4『线路12』
CCTV-7,http://119.131.240.69:8000/udp/239.77.1.159:5146$IPV4『线路13』
CCTV-7,http://119.131.240.69:8000/udp/239.77.0.138:5146$IPV4『线路14』
CCTV-7,http://119.131.240.69:8000/udp/239.77.1.159:5146$IPV4『线路15』
CCTV-7,http://119.131.240.69:8000/udp/239.77.0.138:5146$IPV4『线路16』
CCTV-7,http://183.17.238.99:8888/udp/239.77.1.159:5146$IPV4『线路17』
CCTV-7,http://183.17.238.99:8888/udp/239.77.0.138:5146$IPV4『线路18』
CCTV-7,http://113.66.7.155:8000/udp/239.77.1.159:5146$IPV4『线路19』
CCTV-7,http://113.66.7.155:8000/udp/239.77.0.138:5146$IPV4『线路20』
CCTV-7,http://121.33.115.122:6868/udp/239.77.1.159:5146$IPV4『线路21』
CCTV-7,http://121.33.115.122:6868/udp/239.77.0.138:5146$IPV4『线路22』
CCTV-7,http://121.33.115.122:6868/udp/239.77.1.159:5146$IPV4『线路23』
CCTV-7,http://121.33.115.122:6868/udp/239.77.0.138:5146$IPV4『线路24』
CCTV-7,http://110.7.131.99:8096/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路25』
CCTV-7,http://14.145.234.231:8888/udp/239.77.1.159:5146$IPV4『线路26』
CCTV-7,http://14.145.234.231:8888/udp/239.77.0.138:5146$IPV4『线路27』
CCTV-7,http://49.77.104.103:8554/udp/239.49.8.52:9810$IPV4『线路28』
CCTV-7,http://114.226.231.226:8888/udp/239.49.8.52:9810$IPV4『线路29』
CCTV-7,http://180.108.135.48:8888/udp/239.49.8.52:9810$IPV4『线路30』
CCTV-7,http://111.167.226.190:4022/udp/225.1.1.138:5002$IPV4『线路31』
CCTV-7,http://111.167.226.190:4022/udp/225.1.1.138:5002$IPV4『线路32』
CCTV-7,http://111.167.226.190:4022/udp/225.1.1.138:5002$IPV4『线路33』
CCTV-7,http://1.194.242.128:1455/rtp/239.16.20.51:10510$IPV4『线路34』
CCTV-7,http://1.194.242.128:1455/rtp/239.16.10.130:2000$IPV4『线路35』
CCTV-7,http://www.lwfz.fun:8800/rtp/239.16.20.51:10510$IPV4『线路36』
CCTV-7,http://www.lwfz.fun:8800/rtp/239.16.10.130:2000$IPV4『线路37』
CCTV-7,http://www.lwfz.fun:8800/rtp/239.16.20.51:10510$IPV4『线路38』
CCTV-7,http://www.lwfz.fun:8800/rtp/239.16.10.130:2000$IPV4『线路39』
CCTV-7,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.175:9038$IPV4『线路40』
CCTV-7,http://www.91dos.cn:4022/rtp/239.61.2.175:9038$IPV4『线路41』
CCTV-7,http://www.91dos.cn:4022/rtp/239.61.2.175:9038$IPV4『线路42』
CCTV-7,http://xuys.top:8888/udp/225.1.1.18:5002$IPV4『线路43』
CCTV-8,http://[2409:8087:2001:20:2800:0:df6e:eb26]/ott.mobaibox.com/PLTV/4/224/3221228578/index.m3u8$IPV6『线路1』
CCTV-8,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001189/index.m3u8$IPV6『线路2』
CCTV-8,http://[2409:8087:2001:20:2800:0:df6e:eb13]:80/ott.mobaibox.com/PLTV/4/224/3221227473/index.m3u8$IPV6『线路3』
CCTV-8,http://60.4.9.11:8888/rtp/239.254.200.16:6000$IPV4『线路4』
CCTV-8,http://60.4.9.11:8888/rtp/239.254.201.155:7208$IPV4『线路5』
CCTV-8,http://106.8.124.141:4022/rtp/239.254.200.16:6000$IPV4『线路6』
CCTV-8,http://106.8.124.141:4022/rtp/239.254.201.155:7208$IPV4『线路7』
CCTV-8,http://27.184.28.60:4022/rtp/239.254.200.16:6000$IPV4『线路8』
CCTV-8,http://27.184.28.60:4022/rtp/239.254.201.155:7208$IPV4『线路9』
CCTV-8,http://27.184.10.191:4000/rtp/239.254.200.16:6000$IPV4『线路10』
CCTV-8,http://27.184.10.191:4000/rtp/239.254.201.155:7208$IPV4『线路11』
CCTV-8,http://1.197.0.240:8888/rtp/239.16.20.8:10080$IPV4『线路12』
CCTV-8,http://1.197.0.240:8888/rtp/239.16.10.102:2000$IPV4『线路13』
CCTV-8,http://1.194.242.128:1455/rtp/239.16.20.8:10080$IPV4『线路14』
CCTV-8,http://1.194.242.128:1455/rtp/239.16.10.102:2000$IPV4『线路15』
CCTV-8,http://58.254.14.34:808/hls/8/index.m3u8$IPV4『线路16』
CCTV-8,http://119.131.240.69:8000/udp/239.77.0.172:5146$IPV4『线路17』
CCTV-8,http://119.131.240.69:8000/udp/239.77.0.172:5146$IPV4『线路18』
CCTV-8,http://183.17.238.99:8888/udp/239.77.0.172:5146$IPV4『线路19』
CCTV-8,http://113.66.7.155:8000/udp/239.77.0.172:5146$IPV4『线路20』
CCTV-8,http://121.33.115.122:6868/udp/239.77.0.172:5146$IPV4『线路21』
CCTV-8,http://121.33.115.122:6868/udp/239.77.0.172:5146$IPV4『线路22』
CCTV-8,http://110.7.131.99:8096/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路23』
CCTV-8,http://14.145.234.231:8888/udp/239.77.0.172:5146$IPV4『线路24』
CCTV-8,http://49.77.104.103:8554/udp/239.49.9.34:6000$IPV4『线路25』
CCTV-8,http://114.226.231.226:8888/udp/239.49.9.34:6000$IPV4『线路26』
CCTV-8,http://180.108.135.48:8888/udp/239.49.9.34:6000$IPV4『线路27』
CCTV-8,http://111.167.226.190:4022/udp/225.1.1.196:5002$IPV4『线路28』
CCTV-8,http://111.167.226.190:4022/udp/225.1.1.196:5002$IPV4『线路29』
CCTV-8,http://111.167.226.190:4022/udp/225.1.1.196:5002$IPV4『线路30』
CCTV-8,http://1.194.242.128:1455/rtp/239.16.20.8:10080$IPV4『线路31』
CCTV-8,http://1.194.242.128:1455/rtp/239.16.10.102:2000$IPV4『线路32』
CCTV-8,http://www.lwfz.fun:8800/rtp/239.16.20.8:10080$IPV4『线路33』
CCTV-8,http://www.lwfz.fun:8800/rtp/239.16.10.102:2000$IPV4『线路34』
CCTV-8,http://www.lwfz.fun:8800/rtp/239.16.20.8:10080$IPV4『线路35』
CCTV-8,http://www.lwfz.fun:8800/rtp/239.16.10.102:2000$IPV4『线路36』
CCTV-8,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.37:9740$IPV4『线路37』
CCTV-8,http://www.91dos.cn:4022/rtp/239.61.3.37:9740$IPV4『线路38』
CCTV-8,http://www.91dos.cn:4022/rtp/239.61.3.37:9740$IPV4『线路39』
CCTV-8,http://xuys.top:8888/udp/225.1.1.19:5002$IPV4『线路40』
CCTV-8,http://xuys.top:8888/udp/225.1.1.196:5002$IPV4『线路41』
CCTV-8,http://wsd.saj-web.top:4000/udp/225.1.1.19:5002$IPV4『线路42』
CCTV-8,http://wsd.saj-web.top:4000/udp/225.1.1.196:5002$IPV4『线路43』
CCTV-9,http://[2409:8087:2001:20:2800:0:df6e:eb21]/wh7f454c46tw4254168827_1850088835/ott.mobaibox.com/PLTV/3/224/3221228303/index.m3u8?icpid=3&RTS=1668594753&from=40&popid=40&hms_devid=2290&prioritypopid=40&vqe=3$IPV6『线路1』
CCTV-9,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001237/index.m3u8$IPV6『线路2』
CCTV-9,http://[2409:8087:2001:20:2800:0:df6e:eb13]:80/ott.mobaibox.com/PLTV/4/224/3221227614/index.m3u8$IPV6『线路3』
CCTV-9,http://60.4.9.11:8888/rtp/239.254.200.59:8112$IPV4『线路4』
CCTV-9,http://106.8.124.141:4022/rtp/239.254.200.59:8112$IPV4『线路5』
CCTV-9,http://27.184.28.60:4022/rtp/239.254.200.59:8112$IPV4『线路6』
CCTV-9,http://27.184.10.191:4000/rtp/239.254.200.59:8112$IPV4『线路7』
CCTV-9,http://1.197.0.240:8888/rtp/239.16.20.9:10090$IPV4『线路8』
CCTV-9,http://1.197.0.240:8888/rtp/239.16.10.103:2000$IPV4『线路9』
CCTV-9,http://1.194.242.128:1455/rtp/239.16.20.9:10090$IPV4『线路10』
CCTV-9,http://1.194.242.128:1455/rtp/239.16.10.103:2000$IPV4『线路11』
CCTV-9,http://58.254.14.34:808/hls/9/index.m3u8$IPV4『线路12』
CCTV-9,http://119.131.240.69:8000/udp/239.77.1.160:5146$IPV4『线路13』
CCTV-9,http://119.131.240.69:8000/udp/239.77.0.135:5146$IPV4『线路14』
CCTV-9,http://119.131.240.69:8000/udp/239.77.1.160:5146$IPV4『线路15』
CCTV-9,http://119.131.240.69:8000/udp/239.77.0.135:5146$IPV4『线路16』
CCTV-9,http://183.17.238.99:8888/udp/239.77.1.160:5146$IPV4『线路17』
CCTV-9,http://183.17.238.99:8888/udp/239.77.0.135:5146$IPV4『线路18』
CCTV-9,http://113.66.7.155:8000/udp/239.77.1.160:5146$IPV4『线路19』
CCTV-9,http://113.66.7.155:8000/udp/239.77.0.135:5146$IPV4『线路20』
CCTV-9,http://121.33.115.122:6868/udp/239.77.1.160:5146$IPV4『线路21』
CCTV-9,http://121.33.115.122:6868/udp/239.77.0.135:5146$IPV4『线路22』
CCTV-9,http://121.33.115.122:6868/udp/239.77.1.160:5146$IPV4『线路23』
CCTV-9,http://121.33.115.122:6868/udp/239.77.0.135:5146$IPV4『线路24』
CCTV-9,http://14.145.234.231:8888/udp/239.77.1.160:5146$IPV4『线路25』
CCTV-9,http://14.145.234.231:8888/udp/239.77.0.135:5146$IPV4『线路26』
CCTV-9,http://49.77.104.103:8554/udp/239.49.8.53:9814$IPV4『线路27』
CCTV-9,http://49.77.104.103:8554/udp/239.49.8.133:6000$IPV4『线路28』
CCTV-9,http://114.226.231.226:8888/udp/239.49.8.53:9814$IPV4『线路29』
CCTV-9,http://114.226.231.226:8888/udp/239.49.8.133:6000$IPV4『线路30』
CCTV-9,http://180.108.135.48:8888/udp/239.49.8.53:9814$IPV4『线路31』
CCTV-9,http://180.108.135.48:8888/udp/239.49.8.133:6000$IPV4『线路32』
CCTV-9,http://111.167.226.190:4022/udp/225.1.1.119:5002$IPV4『线路33』
CCTV-9,http://111.167.226.190:4022/udp/225.1.1.119:5002$IPV4『线路34』
CCTV-9,http://111.167.226.190:4022/udp/225.1.1.119:5002$IPV4『线路35』
CCTV-9,http://1.194.242.128:1455/rtp/239.16.20.9:10090$IPV4『线路36』
CCTV-9,http://1.194.242.128:1455/rtp/239.16.10.103:2000$IPV4『线路37』
CCTV-9,http://www.lwfz.fun:8800/rtp/239.16.20.9:10090$IPV4『线路38』
CCTV-9,http://www.lwfz.fun:8800/rtp/239.16.10.103:2000$IPV4『线路39』
CCTV-9,http://www.lwfz.fun:8800/rtp/239.16.20.9:10090$IPV4『线路40』
CCTV-9,http://www.lwfz.fun:8800/rtp/239.16.10.103:2000$IPV4『线路41』
CCTV-9,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.172:9020$IPV4『线路42』
CCTV-9,http://www.91dos.cn:4022/rtp/239.61.2.172:9020$IPV4『线路43』
CCTV-10,http://[2409:8087:2001:20:2800:0:df6e:eb21]/wh7f454c46tw30319478_-185824076/ott.mobaibox.com/PLTV/3/224/3221228286/index.m3u8?icpid=3&RTS=1668594824&from=40&popid=40&hms_devid=2290&prioritypopid=40&vqe=3$IPV6『线路1』
CCTV-10,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001238/index.m3u8$IPV6『线路2』
CCTV-10,http://[2409:8087:2001:20:2800:0:df6e:eb20]:80/ott.mobaibox.com/PLTV/4/224/3221228286/index.m3u8$IPV6『线路3』
CCTV-10,http://59.62.8.250:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路4』
CCTV-10,http://60.4.9.11:8888/rtp/239.254.200.160:6000$IPV4『线路5』
CCTV-10,http://106.8.124.141:4022/rtp/239.254.200.160:6000$IPV4『线路6』
CCTV-10,http://27.184.28.60:4022/rtp/239.254.200.160:6000$IPV4『线路7』
CCTV-10,http://27.184.10.191:4000/rtp/239.254.200.160:6000$IPV4『线路8』
CCTV-10,http://1.197.0.240:8888/rtp/239.16.20.10:10100$IPV4『线路9』
CCTV-10,http://1.197.0.240:8888/rtp/239.16.10.108:2000$IPV4『线路10』
CCTV-10,http://1.194.242.128:1455/rtp/239.16.20.10:10100$IPV4『线路11』
CCTV-10,http://1.194.242.128:1455/rtp/239.16.10.108:2000$IPV4『线路12』
CCTV-10,http://58.254.14.34:808/hls/10/index.m3u8$IPV4『线路13』
CCTV-10,http://119.131.240.69:8000/udp/239.77.1.113:5146$IPV4『线路14』
CCTV-10,http://119.131.240.69:8000/udp/239.77.0.134:5146$IPV4『线路15』
CCTV-10,http://119.131.240.69:8000/udp/239.77.1.113:5146$IPV4『线路16』
CCTV-10,http://119.131.240.69:8000/udp/239.77.0.134:5146$IPV4『线路17』
CCTV-10,http://183.17.238.99:8888/udp/239.77.1.113:5146$IPV4『线路18』
CCTV-10,http://183.17.238.99:8888/udp/239.77.0.134:5146$IPV4『线路19』
CCTV-10,http://113.66.7.155:8000/udp/239.77.1.113:5146$IPV4『线路20』
CCTV-10,http://113.66.7.155:8000/udp/239.77.0.134:5146$IPV4『线路21』
CCTV-10,http://121.33.115.122:6868/udp/239.77.1.113:5146$IPV4『线路22』
